"","CODIGO","DCS_avg","IHD_avg","CVD_avg","DM_avg","int_dens","int_dens_2","slope_mean","NDVI_mean","lu_entropy_a","p_area_ind","sl_p_ind","POI_dens","POI_dens_2","pdens_2017","pdens_2_t","f_hig_SES"
"97","0725",129.279069496028,65.706427829637,22.3519579751671,0,107.77423306794,11615.2853133826,17.5282026018415,0.357087373733521,0.76147179405053,0,0,15.386,236.728996,70004.4016613783,4900.61625196759,0
"98","0801",161.390936540652,64.4130360321827,43.8891781233208,6.82228915662651,119.591923405756,14302.2281438883,14.6029663085938,0.378458449829659,0.844258267476794,0,0,12.714,161.645796,28279.9845401395,799.75752559053,0
"99","0802",93.2939744298084,52.178315935321,14.8553590504181,3.24034334763948,121.796397865951,14834.3625331211,13.3644539969308,0.340667724609375,0.815989435821807,0,0,40.57,1645.9249,30626.3859869756,937.975518623215,0
"100","0803",127.10579360934,79.840755756122,17.0340716825754,4.15412850980095,121.25217417903,14702.0897431418,13.7202174974524,0.307175273756715,0.87407199020417,0,0,78.085,6097.267225,25509.5928226055,650.739325975124,0
"101","0804",67.269820971867,19.1176470588235,0,0,9.21965000491743,85.0019462131739,22.5101278981855,0.688034871419271,0.51378581737115,0,0,5.528,30.558784,3165.6257006515,10.0211860766253,0
"102","0805",0,0,0,0,3.09023730213569,9.54956658351088,19.4090436662946,0.636628816913626,0.415372237546487,0,0,6.176,38.142976,756.571204601648,0.572399987632388,0
"103","0806",251.73756201725,131.334666300355,84.6856535041388,31.5126414223043,6.24653296836889,39.0191741249195,41.3243286132813,0.365697521633572,0.725024830893985,0,0,9.363,87.665769,19915.3816935833,396.622428001112,0
"104","0807",138.108337643415,70.5662041426931,38.0166824752597,14.8403438943143,107.134358669638,11477.7708075546,29.3667036576705,0.316970708716007,0.831126941749048,0,0,51.388,2640.726544,29725.8083345612,883.62368114307,0
"105","0808",214.515846737693,100.45447249371,44.9932459592691,24.1254869385362,146.322329337261,21410.2240626819,16.950686500186,0.290552423355427,0.739577973621225,0,0,20.888,436.308544,25609.1664845348,655.829408032622,0
"106","0809",183.176402388904,68.4429582600234,26.4157833774978,0,100.060518090683,10012.1072805759,13.7457824707031,0.377033646314314,0.73821592272004,0,0,11.763,138.368169,16248.3279514754,264.008161218697,0
"107","0810",164.019044622239,77.8367915382122,19.5886004545251,5.06666666666667,96.8693180139279,9383.66477248349,24.7115275065104,0.315703742058723,0.867472310501797,0,0,55.66,3098.0356,28711.048733685,824.324319388033,0
"108","0811",199.606509244494,96.2185804701627,27.494574064026,43.9243697478992,138.172326874551,19091.5919139276,29.352789984809,0.284428940605871,0.829367144343208,0,0,28.765,827.425225,37182.1933572778,1382.51550285799,0
"109","0812",245.629081942999,116.666837101387,50.2234817126131,11.1029411764706,105.763682792396,11185.9565978106,28.8026604903372,0.332147181719199,0.807681207481188,0,0,25.621,656.435641,19510.7407604704,380.669005022283,0
"110","0813",170.952335799757,66.3440020788478,23.8236480899753,17.3517925422765,86.1765005827994,7426.38925269722,21.385063864968,0.345832164958945,0.947241610740092,0,0,34.446,1186.526916,38210.5329801975,1460.04483063076,0
"111","0815",153.273945661412,50.0376246295978,27.5899571006173,16.0033844164206,53.0410302685682,2813.35089195117,18.9595370822483,0.412344648423096,0.715459767579948,0,0,6.625,43.890625,37072.3984885778,1374.3627296959,0
"112","0816",136.017716644945,66.4090668974203,9.89130434782609,15.1,8.07932331486196,65.2754652260721,47.1930478852371,0.531046512353159,0.575171224927573,0,0,8.074,65.189476,24297.3453170203,590.36098945453,0
"113","0817",161.910683961777,79.1556553828685,0,0,9.43351301993551,88.9911678972928,32.3780447152945,0.552289727393617,0.551845555709801,0,0,9.427,88.868329,25782.2001368219,664.721843895141,0
"114","0819",132.767716860695,53.0758881922675,14.534881746719,7.5,58.068452316427,3371.94515442515,24.4097579152961,0.356945326161939,0.724744132411007,0,0,38.685,1496.529225,46234.6264870161,2137.64068639389,0
